Geneid,Chr,Start,End,Strand,Length
YHR073W-A,VIII,242868,243044,+,177
YHR073C-B,VIII,245422,245502,-,81
YHR074W,VIII,246193,248337,+,2145
YHR075C,VIII,248439,249641,-,1203
YHR076W,VIII;VIII,251101;251249,251155;252225,+;+,1032
YHR077C,VIII;VIII,252374;255751,255637;255756,-;-,3270
YHR078W,VIII,256360,258018,+,1659
YHR079C,VIII,258244,261591,-,3348
YHR079C-A,VIII;VIII,262192;262441,262354;262553,-;-,276
YHR080C,VIII,262801,266838,-,4038
YHR081W,VIII,267538,268092,+,555
YHR082C,VIII,268459,271548,-,3090
YHR083W,VIII,272627,273616,+,990
YHR084W,VIII,274174,276240,+,2067
YHR085W,VIII,276764,277768,+,1005
YHR086W,VIII,278153,279724,+,1572
YHR086W-A,VIII,280231,280392,+,162
YHR087W,VIII,280820,281155,+,336
YHR088W,VIII,281495,282382,+,888
YHR089C,VIII,282681,283298,-,618
YHR090C,VIII,283777,284625,-,849
YHR091C,VIII,284839,286770,-,1932
YHR092C,VIII,287081,288811,-,1731
YHR093W,VIII,289142,289690,+,549
YHR094C,VIII,290913,292625,-,1713
YHR095W,VIII,292943,293437,+,495
YHR096C,VIII,294669,296447,-,1779
YHR097C,VIII;VIII,297385;298485,298360;298609,-;-,1101
YHR098C,VIII,299145,301934,-,2790
YHR099W,VIII,302761,313995,+,11235
YHR100C,VIII,314116,314673,-,558
YHR101C,VIII;VIII,314874;315859,315771;315968,-;-,1008
YHR102W,VIII,316572,319814,+,3243
YHR103W,VIII,320414,322972,+,2559
YHR104W,VIII,323409,324392,+,984
YHR105W,VIII,324766,325410,+,645
YHR106W,VIII,325598,326626,+,1029
YHR107C,VIII,326813,328036,-,1224
YHR108W,VIII,328303,330060,+,1758
YHR109W,VIII,330310,332067,+,1758
YHR110W,VIII,332282,332920,+,639
YHR111W,VIII,333072,334394,+,1323
YHR112C,VIII,334527,335663,-,1137
YHR113W,VIII,336337,337809,+,1473
YHR114W,VIII,338083,339984,+,1902
YHR115C,VIII,340109,341359,-,1251
YHR116W,VIII,341665,342120,+,456
YHR117W,VIII,342349,344268,+,1920
YHR118C,VIII,344321,345628,-,1308
YHR119W,VIII,346043,349285,+,3243
YHR120W,VIII,349574,352453,+,2880
YHR121W,VIII,352756,353319,+,564
YHR122W,VIII,353625,354320,+,696
YHR123W,VIII;VIII,354815;354956,354864;356081,+;+,1176
YHR124W,VIII,356561,358444,+,1884
tF(GAA)H2,VIII;VIII,358478;358533,358513;358569,-;-,73
YHR125W,VIII,358858,359163,+,306
YHR126C,VIII,359702,360181,-,480
YHR127W,VIII,360913,361644,+,732
YHR128W,VIII,362115,362765,+,651
YHR129C,VIII,362999,364153,-,1155
YHR130C,VIII,364965,365300,-,336
YHR131C,VIII,365340,367892,-,2553
YHR131W-A,VIII,367747,367992,+,246
YHR132C,VIII,368502,369794,-,1293
YHR132W-A,VIII,370054,370449,+,396
YHR133C,VIII,370722,371597,-,876
YHR134W,VIII,371749,372558,+,810
YHR135C,VIII,372694,374310,-,1617
YHR136C,VIII,374654,375100,-,447
YHR137W,VIII,375709,377250,+,1542
YHR137C-A,VIII,375738,376388,-,651
YHR138C,VIII,377355,377699,-,345
YHR139C,VIII,378219,379199,-,981
YHR139C-A,VIII,380108,380419,-,312
YHR140W,VIII,380572,381291,+,720
snR32,VIII,381540,381727,+,188
YHR141C,VIII;VIII,381990;382748,382306;382751,-;-,321
YHR142W,VIII,383538,384488,+,951
YHR143W,VIII,385510,386487,+,978
YHR143W-A,VIII,387233,387445,+,213
YHR144C,VIII,387788,388726,-,939
tP(UGG)H,VIII;VIII,388893;388960,388928;388995,-;-,72
YHR145C,VIII,388981,389337,-,357
YHR146W,VIII,390300,391697,+,1398
YHR147C,VIII,392639,393283,-,645
YHR148W,VIII,393534,394085,+,552
YHR149C,VIII,394455,396659,-,2205
YHR150W,VIII,397251,398990,+,1740
YHR151C,VIII,399268,400848,-,1581
YHR152W,VIII,401434,401955,+,522
YHR153C,VIII,402086,402682,-,597
YHR154W,VIII,402966,406178,+,3213
YHR155W,VIII,407103,410789,+,3687
snR71,VIII,411228,411317,+,90
YHR156C,VIII,411384,412406,-,1023
YHR157W,VIII,412907,413455,+,549
YHR158C,VIII,413685,417179,-,3495
YHR159W,VIII,417549,419063,+,1515
YHR160C,VIII,419221,420072,-,852
YHR161C,VIII,420373,422286,-,1914
YHR162W,VIII,423072,423461,+,390
YHR163W,VIII,423724,424473,+,750
YHR164C,VIII,424610,429178,-,4569
YHR165C,VIII,429707,436948,-,7242
YHR165W-A,VIII,436647,436958,+,312
YHR166C,VIII,437170,439050,-,1881
YHR167W,VIII,439342,440127,+,786
YHR168W,VIII,440377,441933,+,1557
YHR169W,VIII,442181,443476,+,1296
YHR170W,VIII,443828,445384,+,1557
YHR171W,VIII,445713,447605,+,1893
YHR172W,VIII,448335,450806,+,2472
YHR173C,VIII,450815,451153,-,339
YHR174W,VIII,451327,452640,+,1314
YHR175W,VIII,452872,453441,+,570
YHR175W-A,VIII,453558,453707,+,150
YHR176W,VIII,454229,455527,+,1299
YHR177W,VIII,456591,457952,+,1362
YHR178W,VIII,459299,461530,+,2232
YHR179W,VIII,462502,463704,+,1203
YHR180W,VIII,465178,465669,+,492
YHR180W-A,VIII,466932,467114,+,183
YHR180C-B,VIII,466958,467062,-,105
tT(UGU)H,VIII,466990,467061,+,72
YHR181W,VIII,467228,467914,+,687
YHR182W,VIII,468219,470576,+,2358
YHR182C-A,VIII,470939,471412,-,474
YHR183W,VIII,470960,472429,+,1470
YHR184W,VIII,472744,474459,+,1716
YHR185C,VIII,474627,475340,-,714
tV(CAC)H,VIII,475706,475778,-,73
YHR186C,VIII,475999,480672,-,4674
YHR187W,VIII,480990,481919,+,930
YHR188C,VIII,482005,483837,-,1833
YHR189W,VIII,484028,484600,+,573
YHR190W,VIII,484845,486179,+,1335
YHR191C,VIII,486230,486631,-,402
YHR192W,VIII,486826,487662,+,837
YHR193C,VIII,487712,488236,-,525
YHR193C-A,VIII,488653,489027,-,375
YHR194W,VIII,488657,490396,+,1740
YHR195W,VIII,490747,491712,+,966
YHR196W,VIII,491931,493658,+,1728
YHR197W,VIII,493896,496187,+,2292
YHR198C,VIII,496315,497280,-,966
YHR199C,VIII,497490,498422,-,933
YHR199C-A,VIII;VIII,498571;498787,498719;498859,-;-,222
YHR200W,VIII,499079,499885,+,807
YHR201C,VIII,499950,501143,-,1194
YHR202W,VIII,502388,504196,+,1809
YHR203C,VIII;VIII,504476;505517,505247;505530,-;-,786
YHR204W,VIII,506319,508709,+,2391
YHR205W,VIII,509363,511837,+,2475
YHR206W,VIII,512732,514600,+,1869
YHR207C,VIII,514905,516485,-,1581
YHR208W,VIII,517532,518713,+,1182
YHR209W,VIII,519437,520312,+,876
YHR210C,VIII,520712,521737,-,1026
YHR211W,VIII,525392,528619,+,3228
YHR212C,VIII,537759,538094,-,336
YHR212W-A,VIII,538742,538945,+,204
YHR213W,VIII,539151,539747,+,597
YHR213W-A,VIII,540549,540782,+,234
YHR213W-B,VIII,540800,541099,+,300
YHR214W,VIII,541651,542262,+,612
YHR214W-A,VIII,543008,543493,+,486
YHR214C-B,VIII;VIII,543964;547931,547929;549346,-;-,5382
YHR214C-C,VIII,547910,549346,-,1437
YHR214C-D,VIII,550648,550941,-,294
YHR214C-E,VIII,551200,551499,-,300
YHR215W,VIII,552099,553502,+,1404
YHR216W,VIII,554396,555967,+,1572
YHR217C,VIII,556581,557042,-,462
YHR218W,VIII;VIII,558014;558715,558615;559924,+;+,1812
YHR218W-A,VIII,559932,560249,+,318
YHR219W,VIII,560173,562047,+,1875
YHR219C-A,VIII,561199,561681,-,483
YIL177C,IX;IX,483;4987,4598;6147,-;-,5277
YIL177W-A,IX,846,1328,+,483
YIL176C,IX,8793,9155,-,363
YIL175W,IX,9183,9500,+,318
YIL174W,IX,9469,9696,+,228
YIL173W,IX,11492,16141,+,4650
YIL172C,IX,16784,18553,-,1770
YIL171W-A,IX,18260,18712,+,453
YIL171W,IX,19515,19844,+,330
YIL170W,IX,19847,21220,+,1374
YIL169C,IX,23119,26106,-,2988
YIL168W,IX,29032,29415,+,384
YIL167W,IX,29416,30048,+,633
YIL166C,IX,30938,32566,-,1629
YIL165C,IX,33718,34077,-,360
YIL164C,IX,34087,34686,-,600
YIL163C,IX,36899,37252,-,354
YIL162W,IX,37385,38983,+,1599
YIL161W,IX,39433,40140,+,708
YIL160C,IX,40191,41444,-,1254
YIL159W,IX,41825,45952,+,4128
YIL158W,IX,46201,46815,+,615
YIL157C,IX,46949,47542,-,594
YIL156W-A,IX,47292,47693,+,402
YIL156W-B,IX;IX,47690;47761,47698;47973,+;+,222
YIL156W,IX,48091,51306,+,3216
YIL155C,IX,51759,53708,-,1950
YIL154C,IX,53981,55021,-,1041
YIL153W,IX,55198,56379,+,1182
YIL152W,IX,56545,57252,+,708
YIL151C,IX,57338,60694,-,3357
YIL150C,IX,61013,62728,-,1716
YIL149C,IX,63028,68067,-,5040
YIL148W,IX;IX,68708;69150,68715;69528,+;+,387
YIL147C,IX,69791,73453,-,3663
YIL146C,IX,74184,75773,-,1590
YIL145C,IX,76354,77283,-,930
YIL144W,IX,78074,80149,+,2076
YIL143C,IX,80510,83041,-,2532
YIL142C-A,IX,83208,83540,-,333
YIL142W,IX,83302,84885,+,1584
YIL141W,IX,85053,85442,+,390
YIL140W,IX,85366,87837,+,2472
YIL139C,IX,87979,88716,-,738
YIL138C,IX,89230,89715,-,486
YIL137C,IX,89948,92788,-,2841
YIL136W,IX,93619,94800,+,1182
YIL135C,IX,95065,96375,-,1311
YIL134C-A,IX,96522,96725,-,204
snR68,IX,97111,97246,+,136
YIL134W,IX,97395,98330,+,936
YIL133C,IX;IX,98527;99386,99095;99416,-;-,600
YIL132C,IX,99860,100501,-,642
YIL131C,IX,100781,102235,-,1455
YIL130W,IX,102782,105676,+,2895
YIL129C,IX,106107,113237,-,7131
YIL128W,IX,113806,116904,+,3099
YIL127C,IX,117024,117644,-,621
YIL126W,IX,117992,122071,+,4080
YIL125W,IX,122689,125733,+,3045
YIL124W,IX,126204,127097,+,894
YIL123W,IX,128151,129581,+,1431
YIL122W,IX,130610,131665,+,1056
YIL121W,IX,132244,133872,+,1629
YIL120W,IX,134417,136108,+,1692
YIL119C,IX,136654,137877,-,1224
YIL118W,IX,139752,140447,+,696
YIL117C,IX,140613,141569,-,957
YIL116W,IX,142928,144085,+,1158
YIL115W-A,IX,144268,144639,+,372
YIL115C,IX,144327,148709,-,4383
YIL114C,IX,149143,149988,-,846
YIL113W,IX,150559,151188,+,630
YIL112W,IX,151595,154846,+,3252
YIL111W,IX;IX,155222;155311,155222;155765,+;+,456
YIL110W,IX,156045,157178,+,1134
YIL109C,IX,157385,160165,-,2781
YIL108W,IX,160887,162977,+,2091
YIL107C,IX,163278,165761,-,2484
YIL106W,IX;IX,166415;166520,166434;167444,+;+,945
YIL105C,IX,167581,169641,-,2061
YIL105W-A,IX,167664,167804,+,141
YIL104C,IX,169982,171505,-,1524
YIL103W,IX,171751,173028,+,1278
YIL102C-A,IX,173365,173592,-,228
YIL102C,IX,174582,174887,-,306
tT(AGU)I1,IX,175031,175103,+,73
YIL101C,IX,175307,177250,-,1944
YIL100C-A,IX,177343,177681,-,339
YIL100W,IX,177373,177726,+,354
YIL099W,IX,178004,179653,+,1650
YIL098C,IX,179772,180239,-,468
YIL097W,IX,180427,181977,+,1551
YIL096C,IX,182117,183127,-,1011
tI(AAU)I1,IX,183440,183513,-,74
YIL095W,IX,183937,186369,+,2433
YIL094C,IX,186517,187632,-,1116
YIL093C,IX,187990,188784,-,795
YIL092W,IX,189066,190967,+,1902
YIL091C,IX,191030,193195,-,2166
YIL090W,IX,193595,195070,+,1476
YIL089W,IX,195599,196216,+,618
tE(CUC)I,IX,197592,197663,+,72
YIL088C,IX,197931,199403,-,1473
YIL087C,IX,199646,200119,-,474
YIL086C,IX,200153,200461,-,309
YIL085C,IX,200490,202043,-,1554
YIL084C,IX,202276,203259,-,984
YIL083C,IX,203556,204653,-,1098
YIL082W-A,IX;IX,205635;206487,206485;210132,+;+,4497
YIL082W,IX,205635,206507,+,873
YIL080W,IX;IX,205635;206486,206484;210357,+;+,4722
tI(AAU)I2,IX,210665,210738,+,74
YIL079C,IX,210923,212005,-,1083
YIL078W,IX,212499,214703,+,2205
YIL077C,IX,214991,215953,-,963
YIL076W,IX,216658,217548,+,891
YIL075C,IX,217863,220700,-,2838
YIL074C,IX,221081,222490,-,1410
YIL073C,IX;IX,222937;225900,225809;225954,-;-,2928
YIL072W,IX,226602,228419,+,1818
YIL071W-A,IX,228550,229026,+,477
YIL071C,IX,228660,229994,-,1335
YIL070C,IX,230272,231072,-,801
YIL069C,IX;IX,231553;232367,231957;232369,-;-,408
YIL068W-A,IX,233013,233396,+,384
YIL068C,IX,233057,235474,-,2418
YIL067C,IX,235724,237760,-,2037
YIL066W-A,IX,237366,237809,+,444
YIL066C,IX,238099,240708,-,2610
YIL065C,IX,241308,241775,-,468
YIL064W,IX,241943,242716,+,774
YIL063C,IX,242761,243744,-,984
YIL062C,IX,243998,244462,-,465
YIL061C,IX,244657,245559,-,903
YIL060W,IX,246392,246826,+,435
YIL059C,IX,246550,246915,-,366
YIL058W,IX,246914,247198,+,285
YIL057C,IX,247902,248396,-,495
tS(UGA)I,IX,248850,248931,+,82
YIL056W,IX,249991,251913,+,1923
YIL055C,IX,252042,253925,-,1884
YIL054W,IX,254543,254860,+,318
YIL053W,IX,255115,255867,+,753
YIL052C,IX;IX,256226;257027,256554;257063,-;-,366
YIL051C,IX,257843,258280,-,438
YIL050W,IX,258913,259770,+,858
YIL049W,IX,260158,260919,+,762
YIL048W,IX,261437,264892,+,3456
YIL047C-A,IX,265099,265467,-,369
YIL047C,IX,265115,267823,-,2709
YIL046W-A,IX,268309,268473,+,165
YIL046W,IX,268651,270573,+,1923
YIL045W,IX,271161,272777,+,1617
YIL044C,IX,272950,273846,-,897
YIL043C,IX,274072,274926,-,855
YIL042C,IX,275108,276292,-,1185
YIL041W,IX,276525,277505,+,981
YIL040W,IX,277723,278139,+,417
YIL039W,IX,278426,279847,+,1422
YIL038C,IX,280142,282652,-,2511
YIL037C,IX,283029,284999,-,1971
YIL036W,IX,285666,287429,+,1764
YIL035C,IX,287790,288908,-,1119
YIL034C,IX,289226,290089,-,864
YIL033C,IX,290419,291669,-,1251
YIL032C,IX,291961,292317,-,357
YIL031W,IX,292633,295737,+,3105
YIL030W-A,IX,295565,295903,+,339
YIL030C,IX,296050,300009,-,3960
YIL029W-A,IX,299735,300106,+,372
tK(CUU)I,IX,300228,300300,-,73
YIL029C,IX,300829,301257,-,429
YIL028W,IX,302100,302498,+,399
YIL027C,IX,303679,304104,-,426
YIL026C,IX,304477,307929,-,3453
YIL025C,IX,308201,308575,-,375
YIL024C,IX,308602,309171,-,570
YIL023C,IX,309386,310426,-,1041
YIL022W,IX,311165,312460,+,1296
YIL021W,IX,312905,313861,+,957
YIL021C-A,IX,313199,313468,-,270
YIL020C-A,IX,313713,314051,-,339
YIL020C,IX,314035,314820,-,786
YIL019W,IX,315093,316133,+,1041
YIL018W,IX;IX,316768;317172,316771;317932,+;+,765
YIL017C,IX,318200,320965,-,2766
YIL016W,IX,321454,321933,+,480
YIL015W,IX,322342,324105,+,1764
tD(GUC)I1,IX,324303,324374,-,72
YIL014C-A,IX,325212,325526,-,315
tT(AGU)I2,IX,325748,325820,+,73
YIL014W,IX,326103,327995,+,1893
YIL013C,IX,328207,332442,-,4236
YIL012W,IX,333011,333352,+,342
YIL011W,IX,333727,334536,+,810
YIL010W,IX,334882,335529,+,648
YIL009C-A,IX;IX,335666;335937,335935;336212,-;-,546
tD(GUC)I2,IX,336349,336420,-,72
YIL009W,IX,339344,341428,+,2085
YIL008W,IX,342536,342835,+,300
YIL007C,IX,342994,343656,-,663
YIL006W,IX,344062,345183,+,1122
YIL005W,IX,345692,347797,+,2106
YIL004C,IX;IX,347946;348495,348363;348505,-;-,429
YIL003W,IX,349122,350003,+,882
YIL002W-A,IX,350301,350510,+,210
YIL002C,IX,350591,353431,-,2841
YIL001W,IX,353940,355481,+,1542
YIR001C,IX,356143,356895,-,753
YIR002C,IX,357415,360396,-,2982
YIR003W,IX,360885,362924,+,2040
YIR004W,IX,363221,364519,+,1299
YIR005W,IX,364889,365335,+,447
YIR006C,IX,365466,369908,-,4443
tE(UUC)I,IX,370417,370488,+,72
YIR007W,IX,370704,372998,+,2295
YIR008C,IX,373077,374306,-,1230
YIR009W,IX,374525,374860,+,336
YIR010W,IX,375431,377161,+,1731
YIR011C,IX,377287,378246,-,960
YIR012W,IX,378486,379781,+,1296
YIR013C,IX,380019,380384,-,366
YIR014W,IX,381086,381814,+,729
YIR015W,IX,381948,382382,+,435
YIR016W,IX,382628,383425,+,798
YIR017C,IX,383556,384119,-,564
YIR017W-A,IX,383566,384165,+,600
YIR018W,IX,384609,385346,+,738
YIR018C-A,IX,385564,385701,-,138
YIR019C,IX,389572,393675,-,4104
ICR1,IX,393884,397082,-,3199
YIR020C,IX,394255,394557,-,303
YIR020W-A,IX,394917,395159,+,243
PWR1,IX,395999,396939,+,941
YIR020C-B,IX,397215,397949,-,735
YIR021W,IX,397294,398385,+,1092
YIR021W-A,IX,398514,398726,+,213
YIR022W,IX,398733,399236,+,504
YIR023W,IX,399777,402689,+,2913
YIR023C-A,IX,402383,402706,-,324
YIR024C,IX,402841,403491,-,651
YIR025W,IX,403659,404765,+,1107
YIR026C,IX,404873,405967,-,1095
YIR027C,IX,406260,407642,-,1383
YIR028W,IX,408468,410375,+,1908
YIR029W,IX,410807,411838,+,1032
YIR030C,IX,412036,412770,-,735
YIR030W-A,IX,412899,413282,+,384
YIR031C,IX,413015,414679,-,1665
YIR032C,IX,415030,415617,-,588
YIR033W,IX,416124,419465,+,3342
YIR034C,IX,419615,420736,-,1122
YIR035C,IX,421026,421790,-,765
YIR036C,IX,422074,422865,-,792
YIR036W-A,IX,422635,423036,+,402
YIR037W,IX,423128,423619,+,492
YIR038C,IX,423809,424513,-,705
YIR039C,IX,430498,432111,-,1614
YIR040C,IX,433389,433721,-,333
YIR041W,IX,433929,434303,+,375
YIR042C,IX,435273,435983,-,711
YIR043C,IX,437043,437735,-,693
YIR044C,IX,437994,438179,-,186
YCL076W,III,1392,2135,+,744
YCL075W,III,2126,2566,+,441
YCL074W,III,2824,3750,+,927
YCL073C,III,6479,8326,-,1848
YCL069W,III,9706,11082,+,1377
YCL068C,III,11503,12285,-,783
YCL067C,III,12386,13018,-,633
YCL066W,III,13282,13809,+,528
YCL065W,III,13751,14119,+,369
YCL064C,III,15798,16880,-,1083
YCL063W,III,17290,18561,+,1272
YCL061C,III,18816,22106,-,3291
YCL059C,III,22429,23379,-,951
YCL058C,III,23523,23981,-,459
YCL058W-A,III,23584,23925,+,342
YCL057C-A,III,24032,24325,-,294
YCL057W,III,24768,26906,+,2139
YCL056C,III,26925,27359,-,435
YCL055W,III,27929,28936,+,1008
YCL054W,III,31449,33974,+,2526
YCL052C,III,34143,35393,-,1251
YCL051W,III,35865,37616,+,1752
YCL050C,III,37836,38801,-,966
YCL049C,III,39786,40724,-,939
YCL048W-A,III,41488,41727,+,240
YCL048W,III,42165,43556,+,1392
YCL047C,III,43661,44437,-,777
YCL045C,III,44623,46905,-,2283
YCL046W,III,46640,46963,+,324
YCL044C,III,47111,48364,-,1254
YCL043C,III,48653,50221,-,1569
YCL041C,III,50133,50627,-,495
YCL042W,III,50584,50943,+,360
YCL040W,III,50838,52340,+,1503
YCL039W,III,52645,54882,+,2238
YCL038C,III,54941,56527,-,1587
YCL037C,III,57374,58678,-,1305
YCL036W,III,59026,60726,+,1701
YCL035C,III,60841,61173,-,333
YCL034W,III,61658,62722,+,1065
YCL033C,III,62776,63282,-,507
YCL032W,III,63441,64481,+,1041
YCL031C,III,64675,65568,-,894
YCL030C,III,65934,68333,-,2400
YCL029C,III,68599,69921,-,1323
YCL028W,III,70150,71367,+,1218
YCL027W,III,71803,73341,+,1539
YCL026C-B,III,73405,73986,-,582
YCL026C-A,III,74704,75285,-,582
YCL025C,III,76018,77919,-,1902
YCL023C,III,78949,79296,-,348
YCL024W,III,79162,82275,+,3114
YCL022C,III,81570,82085,-,516
tE(UUC)C,III,82462,82533,-,72
YCL021W-A,III,83620,83997,+,378
YCL019W,III;III,85102;86393,86391;90415,+;+,5313
YCL020W,III,85102,86418,+,1317
tL(CAA)C,III;III,90859;90929,90896;90972,+;+,82
YCL018W,III,91324,92418,+,1095
YCL017C,III,92777,94270,-,1494
YCL016C,III,94621,95763,-,1143
YCL014W,III,96281,101191,+,4911
YCL012C,III;III,101317;101701,101633;101788,-;-,405
YCL011C,III,102075,103358,-,1284
YCL010C,III,103571,104350,-,780
YCL009C,III,104619,105548,-,930
YCL008C,III,105696,106853,-,1158
YCL007C,III,106974,107366,-,393
YCL005W-A,III;III;III,107023;107111;107288,107033;107191;107417,+;+;+,222
snR43,III,107504,107712,-,209
YCL005W,III,108021,108791,+,771
YCL004W,III,109105,110670,+,1566
YCL002C,III;III,110808;111634,111557;111675,-;-,792
YCL001W,III,111916,112482,+,567
YCL001W-A,III,113080,113541,+,462
YCL001W-B,III,113770,114024,+,255
YCR001W,III,115685,115999,+,315
YCR002C,III,117380,118348,-,969
YCR003W,III,118620,119171,+,552
YCR004C,III,119575,120318,-,744
YCR005C,III,120946,122328,-,1383
YCR006C,III,122530,123003,-,474
tP(AGG)C,III,123577,123648,-,72
YCR007C,III,126011,126730,-,720
tN(GUU)C,III,127716,127789,+,74
YCR008W,III,128470,130281,+,1812
YCR009C,III,130745,131542,-,798
YCR010C,III,132273,133124,-,852
YCR011C,III,133724,136873,-,3150
YCR012W,III,137746,138996,+,1251
YCR013C,III,138402,139049,-,648
YCR014C,III,139185,140933,-,1749
YCR015C,III,141217,142170,-,954
snR33,III,142364,142546,-,183
tG(GCC)C,III,142701,142771,-,71
YCR016W,III,143634,144506,+,873
YCR017C,III,144773,147634,-,2862
YCR018C,III,148238,148903,-,666
tM(CAU)C,III,149920,149991,+,72
tK(CUU)C,III,151284,151356,-,73
YCR018C-A,III,151608,151862,-,255
YCR019W,III,152837,153928,+,1092
YCR020C,III,154012,154659,-,648
YCR020C-A,III,154830,155096,-,267
YCR020W-B,III,155320,155556,+,237
YCR021C,III,156109,157107,-,999
YCR022C,III,157421,157765,-,345
YCR023C,III,158538,160373,-,1836
YCR024C,III,160744,162222,-,1479
YCR024C-B,III,162599,162865,-,267
YCR024C-A,III,162945,163067,-,123
YCR025C,III,163446,163856,-,411
YCR026C,III,164111,166339,-,2229
YCR027C,III,167370,167999,-,630
tQ(UUG)C,III,168301,168372,-,72
YCR028C,III,170886,172424,-,1539
YCR028C-A,III;III,172950;173199,173115;173440,-;-,408
YCR030C,III,173826,176438,-,2613
snR65,III,177183,177282,+,100
YCR031C,III;III,177500;178214,177906;178220,-;-,414
snR189,III,178610,178798,-,189
YCR032W,III,179520,186023,+,6504
YCR033W,III,186489,190169,+,3681
YCR034W,III,190592,191635,+,1044
YCR035C,III,191834,193018,-,1185
YCR036W,III,193297,194298,+,1002
YCR037C,III,194414,197185,-,2772
YCR038C,III,197621,199549,-,1929
YCR038W-A,III,199293,199418,+,126
YCR039C,III,199546,200178,-,633
YCR040W,III,200442,200969,+,528
YCR041W,III,200911,201243,+,333
YCR042C,III,201174,205397,-,4224
YCR043C,III,206261,206644,-,384
YCR044C,III,206877,207950,-,1074
YCR045C,III,208135,209610,-,1476
YCR045W-A,III,208751,209101,+,351
YCR046C,III,209914,210423,-,510
YCR047C,III,210718,211545,-,828
YCR047W-A,III,211301,211507,+,207
YCR049C,III,211871,212317,-,447
YCR048W,III,211929,213761,+,1833
YCR050C,III,213464,213772,-,309
YCR051W,III,214071,214739,+,669
YCR052W,III,214994,216445,+,1452
YCR053W,III,216697,218241,+,1545
YCR054C,III,218376,220067,-,1692
YCR057C,III,220457,223228,-,2772
YCR059C,III,223454,224230,-,777
YCR060W,III,224399,224734,+,336
YCR061W,III,225563,227458,+,1896
tS(CGA)C,III;III,227942;227998,227978;228042,+;+,82
YCR064C,III,228095,228505,-,411
YCR063W,III,228318,228791,+,474
YCR065W,III,229310,231004,+,1695
YCR066W,III,231500,232963,+,1464
YCR067C,III,233125,236322,-,3198
YCR068W,III,237214,238776,+,1563
YCR069W,III,239055,240011,+,957
YCR071C,III,240103,240543,-,441
YCR072C,III,240805,242352,-,1548
YCR073C,III,242588,246583,-,3996
YCR073W-A,III,246963,247910,+,948
YCR075C,III,248033,248815,-,783
YCR075W-A,III,248975,249202,+,228
YCR076C,III,249293,250045,-,753
YCR077C,III,250238,252628,-,2391
YCR079W,III,252845,254173,+,1329
YCR081W,III,254371,258654,+,4284
YCR081C-A,III,258415,258651,-,237
YCR082W,III,258883,259269,+,387
YCR083W,III,259578,259961,+,384
YCR084C,III,260311,262452,-,2142
YCR085W,III,262916,263269,+,354
YCR086W,III,263392,263964,+,573
YCR087W,III,263976,264491,+,516
YCR087C-A,III,264006,264467,-,462
YCR088W,III,265068,266846,+,1779
YCR089W,III,267434,272263,+,4830
YCR090C,III,272315,272863,-,549
YCR091W,III,274404,276566,+,2163
YCR092C,III,276764,279820,-,3057
YCR093W,III,280117,286443,+,6327
YCR094W,III,286762,287937,+,1176
YCR095C,III,288170,289258,-,1089
YCR095W-A,III,289639,289797,+,159
YCR096C,III,293179,293538,-,360
YCR097W,III;III;III,293835;293994;294292,293939;294239;294321,+;+;+,381
YCR097W-A,III,294439,294705,+,267
tT(AGU)C,III,295484,295556,+,73
YCR098C,III,297049,298605,-,1557
YCR099C,III,300832,301299,-,468
YCR100C,III,301271,302221,-,951
YCR101C,III,302482,303030,-,549
YCR102C,III,304361,305467,-,1107
YCR102W-A,III,306735,306932,+,198
YCR104W,III,307801,308175,+,375
YCR105W,III,309070,310155,+,1086
YCR106W,III,310958,313456,+,2499
YCR107W,III,313890,314981,+,1092
YCR108C,III,315997,316188,-,192
YFL068W,VI,53,535,+,483
YFL067W,VI,836,1363,+,528
YFL066C,VI,1437,2615,-,1179
YFL065C,VI,3030,3338,-,309
YFL064C,VI,3322,3846,-,525
YFL063W,VI,5066,5521,+,456
YFL062W,VI,6426,7565,+,1140
YFL061W,VI,9545,10222,+,678
YFL060C,VI,10301,10969,-,669
YFL059W,VI,11363,12259,+,897
YFL058W,VI,12929,13951,+,1023
YFL057C,VI,14305,14763,-,459
YFL056C,VI,14793,15431,-,639
YFL055W,VI,17004,18680,+,1677
YFL054C,VI,20847,22787,-,1941
YFL053W,VI,23423,25198,+,1776
YFL052W,VI,28232,29629,+,1398
YFL051C,VI,30058,30540,-,483
YFL050C,VI,33272,35848,-,2577
YFL049W,VI,36803,38674,+,1872
YFL048C,VI,38843,40180,-,1338
YFL047W,VI,40421,42565,+,2145
YFL046W,VI,42815,43438,+,624
YFL045C,VI,43628,44392,-,765
YFL044C,VI,44655,45560,-,906
YFL042C,VI,45720,47744,-,2025
YFL041W-A,VI,48734,48925,+,192
YFL041W,VI,49139,51007,+,1869
YFL040W,VI,51350,52972,+,1623
YFL039C,VI;VI,53260;54687,54377;54696,-;-,1128
